gene,rna_lfc,rna_p,prot_lfc,prot_p,gwas_p,concordant,gwas_p_floored,transcriptomic,proteomic,genomic,score
APOE,1.17,0.125,0.146638078,2.56e-06,0.0,True,2e-308,1.17,0.146638078,307.69897000433605,103.005202694112
APOC1,-1.04,0.12,-0.093455501,0.155876277,2e-308,True,2e-308,1.04,0.093455501,307.69897000433605,102.944141835112
TOMM40,0.0627,0.903,-0.049315371,0.000771502,1e-295,False,1e-295,0.0627,0.049315371,295.0,98.37067179033333
BCAM,-1.56,0.0223,-0.029489212,0.116369834,6.9999999999999995e-192,True,6.9999999999999995e-192,1.56,0.029489212,191.15490195998575,64.24813039066191
ALDH1A2,-0.2,0.838,-0.111728905,4.45e-06,3.9999999999999997e-84,True,3.9999999999999997e-84,0.2,0.111728905,83.39794000867204,27.90322297122401
CLPTM1,-0.145,0.849,-0.04292671,9.1e-06,4e-64,True,4e-64,0.145,0.04292671,63.39794000867204,21.19528890622401
CLU,-0.918,0.0292,0.139483174,2.84e-10,1e-47,False,1e-47,0.918,0.139483174,47.0,16.019161057999998
FARP2,-1.82,0.0036,0.035717693,0.016924012,1.9999999999999998e-42,False,1.9999999999999998e-42,1.82,0.035717693,41.69897000433602,14.51822923244534
SAMHD1,-3.65,0.000137,0.054332233,0.004120522,2e-36,False,2e-36,3.65,0.054332233,35.69897000433602,13.134434079112005
ABCA7,-0.131,0.857,-0.036024362,0.310883263,8.000000000000001e-39,True,8.000000000000001e-39,0.131,0.036024362,38.096910013008056,12.754644791669351
SMARCA4,1.42,0.00095,-0.000923213,0.889291058,2e-35,False,2e-35,1.42,0.000923213,34.69897000433602,12.039964405778672
SAR1B,-2.92,0.00064,0.003606377,1.0,1e-33,False,1e-33,2.92,0.003606377,33.0,11.974535459
SPEN,-2.41,0.000193,0.029053365,0.144651536,1.9999999999999998e-30,False,1.9999999999999998e-30,2.41,0.029053365,29.69897000433602,10.712674456445338
SHANK2,0.828,0.0169,-0.075050149,2.09e-10,9.999999999999999e-31,False,9.999999999999999e-31,0.828,0.075050149,30.0,10.301016716333333
NUP85,0.799,0.0325,0.014153361,0.702445849,1.9999999999999998e-25,True,1.9999999999999998e-25,0.799,0.014153361,24.69897000433602,8.504041121778672
MIB1,-2.14,4.43e-06,-0.001734953,1.0,9e-24,True,9e-24,2.14,0.001734953,23.045757490560675,8.395830814520224
MB21D2,0.541,0.198,0.021703876,0.269953969,3.9999999999999997e-25,True,3.9999999999999997e-25,0.541,0.021703876,24.397940008672037,8.320214628224013
PTK2B,0.842,0.276,-0.059512764,9.08e-07,1.0000000000000001e-24,False,1.0000000000000001e-24,0.842,0.059512764,24.0,8.300504254666667
OPA3,-0.2,0.717,-0.090200375,1.12e-06,3e-25,True,3e-25,0.2,0.090200375,24.522878745280337,8.271026373426778
UBE4B,1.48,0.0959,-0.030525651,0.00054442,8.000000000000001e-24,False,8.000000000000001e-24,1.48,0.030525651,23.096910013008056,8.202478554669351
NRXN3,2.57,0.00413,-0.023934258,0.079104288,1e-22,False,1e-22,2.57,0.023934258,22.0,8.197978085999999
SLC24A4,-0.27,0.842,0.021930021,0.503291924,6e-25,False,6e-25,0.27,0.021930021,24.221848749616356,8.171259590205452
UNK,-1.39,0.0695,-0.018637637,0.157305554,4.0000000000000004e-23,True,4.0000000000000004e-23,1.39,0.018637637,22.397940008672037,7.935525881890679
INPP5B,-0.958,0.0936,-0.00538188,1.0,2.0000000000000002e-23,True,2.0000000000000002e-23,0.958,0.00538188,22.69897000433602,7.887450628112006
PDZD2,-2.29,0.0149,-0.049011688,0.000113641,1e-21,True,1e-21,2.29,0.049011688,21.0,7.7796705626666665
SORL1,1.33,0.00743,0.002041456,1.0,1e-22,True,1e-22,1.33,0.002041456,22.0,7.777347152
SCAPER,-0.895,0.159,0.006245489,1.0,5e-23,False,5e-23,0.895,0.006245489,22.30102999566398,7.734091828221327
UBE2K,-1.18,0.00375,0.000629074,1.0,4e-22,False,4e-22,1.18,0.000629074,21.397940008672037,7.526189694224012
RHOA,0.866,0.0312,-0.056496599,0.000143116,5e-22,False,5e-22,0.866,0.056496599,21.30102999566398,7.407842198221326
CD2AP,0.654,0.554,0.02973113,0.036422539,8e-22,True,8e-22,0.654,0.02973113,21.096910013008056,7.260213714336018
RBM5,-2.79,0.000974,0.025180121,0.556795227,2e-19,False,2e-19,2.79,0.025180121,18.69897000433602,7.171383375112006
DAG1,0.797,0.0327,0.039823658,4.06e-06,3e-21,True,3e-21,0.797,0.039823658,20.522878745280337,7.119900801093445
ADAM10,-0.738,0.516,0.078564527,0.001870026,3e-21,False,3e-21,0.738,0.078564527,20.522878745280337,7.113147757426779
INPP5D,-2.14,0.0111,0.002784352,1.0,2e-19,False,2e-19,2.14,0.002784352,18.69897000433602,6.947251452112006
BSN,0.914,0.0466,-0.066918403,2.7e-09,2e-20,False,2e-20,0.914,0.066918403,19.69897000433602,6.893296135778673
ARFGAP2,0.527,0.192,-0.05547691,6.48e-08,9e-21,False,9e-21,0.527,0.05547691,20.045757490560675,6.876078133520225
PPIG,-1.11,0.000999,-0.015861544,0.95503907,5e-20,True,5e-20,1.11,0.015861544,19.30102999566398,6.8089638465546605
APOB,-0.873,0.409,0.121489251,0.027429782,1e-19,False,1e-19,0.873,0.121489251,19.0,6.664829750333333
TSPAN14,-1.0,0.293,0.030121989,0.123526358,2e-19,False,2e-19,1.0,0.030121989,18.69897000433602,6.576363997778673
ERCC1,1.55,0.0552,0.02503509,0.656829465,1e-18,True,1e-18,1.55,0.02503509,18.0,6.525011696666667
ZMAT4,0.633,0.56,0.01824799,0.739058877,2e-19,True,2e-19,0.633,0.01824799,18.69897000433602,6.450072664778673
VAC14,0.828,0.4,-0.070242749,1.37e-19,5e-19,False,5e-19,0.828,0.070242749,18.30102999566398,6.39975758155466
EIF2B3,1.49,0.0208,0.029941026,4.94e-05,5e-18,True,5e-18,1.49,0.029941026,17.30102999566398,6.273657007221327
MACF1,1.53,0.0455,0.044093629,0.004302025,8e-18,True,8e-18,1.53,0.044093629,17.096910013008056,6.223667880669352
CUL2,0.867,0.0334,-0.023961691,0.002271021,2e-18,False,2e-18,0.867,0.023961691,17.69897000433602,6.196643898445339
PICALM,0.674,0.118,-0.032795024,1.11e-05,2e-18,False,2e-18,0.674,0.032795024,17.69897000433602,6.1352550094453395
ARHGEF10L,-2.17,0.0158,0.012215862,0.7612623,7e-17,False,7e-17,2.17,0.012215862,16.154901959985743,6.112372607328581
PECAM1,-1.53,0.171,0.024817453,0.229245385,3e-17,False,3e-17,1.53,0.024817453,16.522878745280337,6.025898732760112
SLC3A2,1.35,0.0292,-0.035976589,0.001081809,3e-17,False,3e-17,1.35,0.035976589,16.522878745280337,5.969618444760112
ABI3,-0.726,0.204,0.007638676,0.696021358,8e-18,False,8e-18,0.726,0.007638676,17.096910013008056,5.943516229669352
PIK3CD,-0.267,0.684,0.060005659,0.000737423,7e-18,False,7e-18,0.267,0.060005659,17.154901959985743,5.827302539661914
EPB41L1,-1.36,0.00441,0.013478157,0.808917343,8e-17,False,8e-17,1.36,0.013478157,16.096910013008056,5.823462723336018
ADCK1,-0.252,0.531,-0.027664756,0.339646305,8e-18,True,8e-18,0.252,0.027664756,17.096910013008056,5.792191589669352
DOCK3,0.95,0.0649,-0.050551977,3.98e-08,6e-17,False,6e-17,0.95,0.050551977,16.221848749616356,5.740800242205451
MADD,1.64,0.000943,-0.038542735,0.000759925,3e-16,False,3e-16,1.64,0.038542735,15.522878745280337,5.733807160093446
PLCG2,-0.945,0.26,-0.032980821,0.313444353,7e-17,True,7e-17,0.945,0.032980821,16.154901959985743,5.710960926995248
PLD2,0.0749,0.915,0.007038542,1.0,1e-17,True,1e-17,0.0749,0.007038542,17.0,5.693979514
TJP1,-0.326,0.403,0.013690928,0.302274589,2e-17,False,2e-17,0.326,0.013690928,16.69897000433602,5.679553644112007
CRK,0.682,0.0973,0.037662605,2.3e-07,5e-17,True,5e-17,0.682,0.037662605,16.30102999566398,5.673564200221327
NUMA1,-2.94,0.00474,0.035862094,0.004392056,1e-14,False,1e-14,2.94,0.035862094,14.0,5.658620697999999
CTCF,0.0958,0.802,0.016220752,1.0,2e-17,True,2e-17,0.0958,0.016220752,16.69897000433602,5.603663585445339
DIRAS2,-0.77,0.0428,-0.039105772,0.004863492,2e-16,True,2e-16,0.77,0.039105772,15.698970004336019,5.502691925445339
MAPT,-1.14,0.00237,0.180394042,0.000136722,9e-16,False,9e-16,1.14,0.180394042,15.045757490560675,5.4553838441868905
NEGR1,-1.3,0.176,-0.038587032,0.011924272,1e-15,True,1e-15,1.3,0.038587032,15.0,5.446195677333334
PITPNM2,0.962,0.307,-0.015266056,0.179189513,7e-16,False,7e-16,0.962,0.015266056,15.154901959985743,5.377389338661914
CLIC4,0.228,0.731,0.069277425,0.054654288,2e-16,True,2e-16,0.228,0.069277425,15.698970004336019,5.332082476445339
SYT11,-1.32,0.0806,0.061459076,3.11e-10,3e-15,False,3e-15,1.32,0.061459076,14.522878745280337,5.301445940426778
WDR7,1.31,0.005,-0.039343283,1.05e-07,3e-15,False,3e-15,1.31,0.039343283,14.522878745280337,5.290740676093445
CABP1,1.13,0.118,-0.034069266,0.017050452,2e-15,False,2e-15,1.13,0.034069266,14.698970004336019,5.287679756778672
CKM,-0.453,0.604,0.010667311,0.76040701,4e-16,False,4e-16,0.453,0.010667311,15.397940008672037,5.287202439890679
ACE,-1.05,0.264,0.028628897,0.556028677,2e-15,False,2e-15,1.05,0.028628897,14.698970004336019,5.259199633778673
ADK,0.524,0.612,0.027295516,0.01606178,7e-16,True,7e-16,0.524,0.027295516,15.154901959985743,5.235399158661914
FERMT2,0.568,0.246,-0.029575811,0.032191545,8e-16,False,8e-16,0.568,0.029575811,15.096910013008056,5.231495274669352
EEA1,-1.76,0.111,-0.038305403,3.85e-08,2e-14,True,2e-14,1.76,0.038305403,13.698970004336019,5.165758469112006
APP,-0.995,0.00692,0.736060905,3.86e-38,2e-14,False,2e-14,0.995,0.736060905,13.698970004336019,5.14334363644534
TNKS1BP1,-1.86,0.00225,-0.006321855,1.0,3e-14,True,3e-14,1.86,0.006321855,13.522878745280337,5.129733533426779
HOOK3,-0.568,0.442,-0.027804947,3.29e-05,2e-15,True,2e-15,0.568,0.027804947,14.698970004336019,5.0982583171120055
FBP1,0.403,0.689,0.077008736,0.006534614,2e-15,True,2e-15,0.403,0.077008736,14.698970004336019,5.059659580112006
DDAH1,1.39,0.034,0.009544289,0.478564784,2e-14,True,2e-14,1.39,0.009544289,13.698970004336019,5.032838097778673
MAVS,-0.787,0.209,0.008675799,0.6682618,5e-15,False,5e-15,0.787,0.008675799,14.301029995663981,5.032235264887993
ICA1L,0.581,0.113,-0.032219357,0.010204133,7e-15,False,7e-15,0.581,0.032219357,14.154901959985743,4.922707105661914
NUP160,-1.2,0.0464,0.018271875,0.189389448,3e-14,False,3e-14,1.2,0.018271875,13.522878745280337,4.913716873426779
PTPRN2,0.579,0.149,0.027809027,0.052462517,8e-15,True,8e-15,0.579,0.027809027,14.096910013008056,4.901239680002686
NCK2,-0.13,0.73,-0.01594189,0.064974732,3e-15,True,3e-15,0.13,0.01594189,14.522878745280337,4.889606878426778
SIL1,1.01,0.141,-0.080634513,0.004284254,3e-14,False,3e-14,1.01,0.080634513,13.522878745280337,4.871171086093446
OSBP2,-2.42,0.0029,-0.015005279,0.150258172,7e-13,True,7e-13,2.42,0.015005279,12.154901959985743,4.863302412995247
VWA8,0.326,0.435,-0.000801893,1.0,6e-15,False,6e-15,0.326,0.000801893,14.221848749616356,4.849550214205452
PTPRS,0.98,0.127,-0.019515206,0.002902511,4e-14,False,4e-14,0.98,0.019515206,13.397940008672037,4.799151738224012
MGMT,0.513,0.199,0.040522423,0.565795173,2e-14,True,2e-14,0.513,0.040522423,13.698970004336019,4.750830809112006
OARD1,-0.489,0.55,-0.027928081,0.275626786,2e-14,True,2e-14,0.489,0.027928081,13.698970004336019,4.738632695112006
GOLPH3L,0.123,0.893,0.039971368,0.006929656,1e-14,True,1e-14,0.123,0.039971368,14.0,4.720990455999999
TRPM4,-0.356,0.81,0.057979306,0.166038696,2e-14,False,2e-14,0.356,0.057979306,13.698970004336019,4.704316436778673
KCNJ3,-1.88,0.0147,0.006127433,1.0,7e-13,False,7e-13,1.88,0.006127433,12.154901959985743,4.680343130995247
COQ6,0.309,0.452,-0.016085001,0.914347058,2e-14,False,2e-14,0.309,0.016085001,13.698970004336019,4.6746850017786725
SHARPIN,-0.304,0.546,0.000859742,0.962083304,2e-14,False,2e-14,0.304,0.000859742,13.698970004336019,4.6679432487786725
RAB6A,-1.95,0.0329,0.027564692,0.018373363,1e-12,False,1e-12,1.95,0.027564692,12.0,4.6591882306666665
TMEM106B,-0.867,0.00945,0.076248062,0.336783903,1e-13,False,1e-13,0.867,0.076248062,13.0,4.647749354
PCBD2,-1.2,0.183,0.031070982,0.532564785,2e-13,False,2e-13,1.2,0.031070982,12.698970004336019,4.643346995445339
TMEM245,0.362,0.275,0.070827935,4.54e-07,4e-14,True,4e-14,0.362,0.070827935,13.397940008672037,4.610255981224012
TENM3,-2.03,0.0134,-0.002905569,1.0,2e-12,True,2e-12,2.03,0.002905569,11.698970004336019,4.577291857778673
EPHB4,-0.674,0.467,-0.010341043,1.0,9e-14,True,9e-14,0.674,0.010341043,13.045757490560675,4.5766995111868916
SLC6A1,0.605,0.244,0.026639983,0.072340531,9e-14,True,9e-14,0.605,0.026639983,13.045757490560675,4.559132491186892
KLC1,1.94,0.000509,-0.036468814,3.35e-05,2e-12,False,2e-12,1.94,0.036468814,11.698970004336019,4.558479606112006
GAK,-0.642,0.0528,0.007195456,0.660340299,1e-13,False,1e-13,0.642,0.007195456,13.0,4.549731818666666
PSME4,-1.91,0.00299,-0.035096363,0.41508761,2e-12,True,2e-12,1.91,0.035096363,11.698970004336019,4.548022122445339
HCN1,-1.02,0.00864,-0.058670369,2.87e-07,4e-13,True,4e-13,1.02,0.058670369,12.397940008672037,4.4922034592240125
LGMN,0.00553,0.989,0.013407322,1.0,4e-14,True,4e-14,0.00553,0.013407322,13.397940008672037,4.472292443557346
ACBD5,-2.37,0.000257,0.002301327,0.841380631,1e-11,False,1e-11,2.37,0.002301327,11.0,4.457433775666667
AKAP10,-1.3,0.0395,0.013421962,0.132483206,1e-12,False,1e-12,1.3,0.013421962,12.0,4.437807320666667
GABBR1,1.54,0.000162,-0.042624161,5.26e-05,2e-12,False,2e-12,1.54,0.042624161,11.698970004336019,4.427198055112006
SLC43A2,0.469,0.633,-0.074132808,1.49e-06,2e-13,False,2e-13,0.469,0.074132808,12.698970004336019,4.414034270778672
TCF20,-0.406,0.503,-0.014013338,0.813053073,2e-13,True,2e-13,0.406,0.014013338,12.698970004336019,4.372994447445339
NFAT5,-2.43,1.98e-06,0.028636747,0.028210735,3e-11,False,3e-11,2.43,0.028636747,10.522878745280337,4.327171830760112
SYMPK,-1.5,0.00744,0.011583318,0.701425871,4e-12,False,4e-12,1.5,0.011583318,11.397940008672037,4.303174442224012
CELF5,-1.59,0.00122,0.010117037,0.74792474,5e-12,False,5e-12,1.59,0.010117037,11.301029995663981,4.300382344221327
NCOR2,-2.1,0.0111,-0.009468678,1.0,2e-11,True,2e-11,2.1,0.009468678,10.698970004336019,4.269479560778673
NRXN2,-1.58,0.000252,0.039440813,2.3e-05,7e-12,False,7e-12,1.58,0.039440813,11.154901959985743,4.258114257661914
DOC2A,0.189,0.719,-0.011716194,0.978812417,3e-13,False,3e-13,0.189,0.011716194,12.522878745280337,4.241198313093446
ADARB1,1.64,0.00145,0.027795126,0.094619218,1e-11,True,1e-11,1.64,0.027795126,11.0,4.222598375333333
TBL1XR1,-2.63,1.13e-07,-0.010055992,1.0,1e-10,True,1e-10,2.63,0.010055992,10.0,4.213351997333333
ROBO1,0.1,0.855,0.004371668,1.0,3e-13,True,3e-13,0.1,0.004371668,12.522878745280337,4.209083471093446
ITGAX,-0.667,0.499,0.138141648,3.21e-09,2e-12,False,2e-12,0.667,0.138141648,11.698970004336019,4.168037217445339
GNG7,0.447,0.442,-0.032645899,0.048708448,1e-12,False,1e-12,0.447,0.032645899,12.0,4.159881966333334
NFIA,-1.0,0.0153,0.049326016,0.273655321,4e-12,False,4e-12,1.0,0.049326016,11.397940008672037,4.149088674890679
SUCLG2,0.838,0.359,0.019775698,0.349351548,3e-12,True,3e-12,0.838,0.019775698,11.522878745280337,4.126884814426779
ELAVL3,-2.9,2.92e-07,0.010057744,0.615338207,4e-10,False,4e-10,2.9,0.010057744,9.397940008672037,4.102665917557346
UMAD1,0.237,0.613,-0.015897351,0.972868214,1e-12,False,1e-12,0.237,0.015897351,12.0,4.084299117
NOVA2,-2.21,5.79e-06,0.004690393,1.0,1e-10,False,1e-10,2.21,0.004690393,10.0,4.071563464333333
TTC28,-1.48,0.00217,0.026525918,0.623001684,2e-11,False,2e-11,1.48,0.026525918,10.698970004336019,4.068498640778673
RNF123,-0.194,0.684,-0.006219372,1.0,1e-12,True,1e-12,0.194,0.006219372,12.0,4.0667397906666665
PTPRC,-1.43,0.188,0.047916783,0.038238059,2e-11,False,2e-11,1.43,0.047916783,10.698970004336019,4.058962262445339
TMED10,-1.63,0.00878,-0.022313096,0.01871394,3e-11,True,3e-11,1.63,0.022313096,10.522878745280337,4.058397280426779
CKAP5,1.58,0.0128,-0.006142656,0.493188489,3e-11,False,3e-11,1.58,0.006142656,10.522878745280337,4.036340467093446
PPP6R2,-1.56,0.00736,-0.025760419,2.54e-05,3e-11,True,3e-11,1.56,0.025760419,10.522878745280337,4.036213054760112
RIMS1,0.796,0.152,-0.039818181,1.53e-05,6e-12,False,6e-12,0.796,0.039818181,11.221848749616356,4.019222310205452
CSE1L,1.61,0.00487,-0.015510103,0.237935493,4e-11,False,4e-11,1.61,0.015510103,10.397940008672037,4.007816703890679
BCAS3,0.956,0.127,-0.055104999,1.91e-08,1e-11,False,1e-11,0.956,0.055104999,11.0,4.003701666333333
RERE,-1.44,0.149,-0.045816037,0.333544925,3e-11,True,3e-11,1.44,0.045816037,10.522878745280337,4.002898260760112
NDUFAF2,-0.777,0.0531,0.003049342,1.0,6e-12,False,6e-12,0.777,0.003049342,11.221848749616356,4.000632697205452
PLCL1,0.948,0.031,-0.009094149,0.976622619,1e-11,False,1e-11,0.948,0.009094149,11.0,3.9856980496666665
RPL6,1.41,0.0104,0.012718041,0.276615652,3e-11,True,3e-11,1.41,0.012718041,10.522878745280337,3.981865595426779
PFDN1,0.886,0.213,-0.001457748,1.0,1e-11,False,1e-11,0.886,0.001457748,11.0,3.962485916
FRMD5,-0.467,0.641,-0.014195464,0.437438757,4e-12,True,4e-12,0.467,0.014195464,11.397940008672037,3.959711824224012
SPIRE2,-2.41,0.0157,0.021753593,1.0,4e-10,False,4e-10,2.41,0.021753593,9.397940008672037,3.9432312005573458
PCNT,-1.26,0.152,0.022261099,0.114535879,3e-11,False,3e-11,1.26,0.022261099,10.522878745280337,3.935046614760112
PTPN9,-2.25,0.00365,-0.029137786,0.028355699,3e-10,True,3e-10,2.25,0.029137786,9.522878745280337,3.934005510426779
SNX1,1.64,0.0201,0.012505866,0.09218078,8e-11,True,8e-11,1.64,0.012505866,10.096910013008056,3.916471959669352
TACC2,-0.601,0.0906,-0.031347598,0.001478421,1e-11,True,1e-11,0.601,0.031347598,11.0,3.8774491993333333
SLC25A29,-2.05,0.0109,0.047724401,0.018183221,3e-10,False,3e-10,2.05,0.047724401,9.522878745280337,3.8735343820934456
BCKDK,0.859,0.0981,-0.053507943,9.1e-05,2e-11,False,2e-11,0.859,0.053507943,10.698970004336019,3.8704926491120064
PAK4,-1.2,0.0428,-0.015693182,0.381171812,5e-11,True,5e-11,1.2,0.015693182,10.301029995663981,3.8389077258879936
PLEC,-0.854,0.0429,0.101544963,1.04e-13,3e-11,False,3e-11,0.854,0.101544963,10.522878745280337,3.8261412360934455
TBXAS1,0.316,0.83,0.042786516,0.230821425,8e-12,True,8e-12,0.316,0.042786516,11.096910013008056,3.818565509669352
ANKH,0.903,0.0239,-0.024329203,0.128005992,3e-11,False,3e-11,0.903,0.024329203,10.522878745280337,3.816735982760112
SLC2A3,1.21,0.103,-0.111805481,4.02e-08,8e-11,False,8e-11,1.21,0.111805481,10.096910013008056,3.8062384980026853
AVL9,0.611,0.176,-0.054559421,1.75e-05,2e-11,False,2e-11,0.611,0.054559421,10.698970004336019,3.788176475112006
ASCC1,2.09,0.00793,0.001120639,1.0,6e-10,True,6e-10,2.09,0.001120639,9.221848749616356,3.7709897962054515
KALRN,0.815,0.0356,-0.067645954,7.19e-14,4e-11,False,4e-11,0.815,0.067645954,10.397940008672037,3.760195320890679
PHF3,-1.18,0.00207,0.071652393,0.003730431,1e-10,False,1e-10,1.18,0.071652393,10.0,3.7505507976666665
SYNJ1,-2.69,0.000997,-0.027483656,0.000843436,3e-09,True,3e-09,2.69,0.027483656,8.522878745280337,3.7467874670934456
RAP1GAP2,-0.219,0.64,-0.006011232,1.0,1e-11,True,1e-11,0.219,0.006011232,11.0,3.7416704106666665
DAB1,-2.89,0.00297,-0.008581478,0.682547175,5e-09,True,5e-09,2.89,0.008581478,8.301029995663981,3.73320382455466
SEMA6D,1.72,0.00102,0.00416929,1.0,4e-10,True,4e-10,1.72,0.00416929,9.397940008672037,3.707369766224012
TMEM41B,0.68,0.114,0.002791585,1.0,4e-11,True,4e-11,0.68,0.002791585,10.397940008672037,3.693577197890679
MARK4,-0.633,0.0921,-0.016532075,0.07786829,4e-11,True,4e-11,0.633,0.016532075,10.397940008672037,3.6824906945573455
CTSB,1.32,0.00663,0.017023353,0.318801375,2e-10,True,2e-10,1.32,0.017023353,9.698970004336019,3.6786644524453394
USP6NL,-0.498,0.651,0.005253413,1.0,3e-11,False,3e-11,0.498,0.005253413,10.522878745280337,3.6753773860934453
MAPKAP1,0.989,0.0331,0.02424398,0.397993349,1e-10,True,1e-10,0.989,0.02424398,10.0,3.671081326666666
CUL3,1.54,0.001,-0.0331037,2.63e-07,4e-10,False,4e-10,1.54,0.0331037,9.397940008672037,3.657014569557346
SPON1,-0.672,0.292,0.131487067,1.34e-15,7e-11,False,7e-11,0.672,0.131487067,10.154901959985743,3.652796342328581
ROBO2,-0.896,0.0151,-0.044269199,0.000421968,1e-10,True,1e-10,0.896,0.044269199,10.0,3.6467563996666663
KHDRBS2,-1.53,0.0897,0.008530909,1.0,4e-10,False,4e-10,1.53,0.008530909,9.397940008672037,3.645490305890679
RBCK1,-0.396,0.521,-0.007859956,1.0,3e-11,True,3e-11,0.396,0.007859956,10.522878745280337,3.6422462337601123
INPP5A,-0.469,0.663,-0.057785366,1.24e-07,4e-11,True,4e-11,0.469,0.057785366,10.397940008672037,3.6415751248906787
GRIP1,-1.38,0.00233,0.01518005,0.217015388,3e-10,False,3e-10,1.38,0.01518005,9.522878745280337,3.6393529317601123
BIN1,1.49,0.00294,-0.026647282,0.046223066,4e-10,False,4e-10,1.49,0.026647282,9.397940008672037,3.638195763557346
UBE2V2,1.17,0.00113,-0.020319576,0.002889764,2e-10,False,2e-10,1.17,0.020319576,9.698970004336019,3.6297631934453394
SLC30A3,0.105,0.921,-0.082498203,1.12e-05,2e-11,False,2e-11,0.105,0.082498203,10.698970004336019,3.628822735778673
RBFOX1,1.44,0.00136,-0.035089869,0.450094991,4e-10,False,4e-10,1.44,0.035089869,9.397940008672037,3.624343292557346
DTNB,0.672,0.408,0.031988611,0.055970294,7e-11,True,7e-11,0.672,0.031988611,10.154901959985743,3.6196301903285812
CAPZA2,1.42,0.00383,-0.016488356,0.011560986,4e-10,False,4e-10,1.42,0.016488356,9.397940008672037,3.6114761215573457
HIP1R,1.04,0.175,0.018586802,0.124944828,2e-10,True,2e-10,1.04,0.018586802,9.698970004336019,3.5858522687786727
GMPR,0.56,0.429,0.086712557,1.01e-05,8e-11,True,8e-11,0.56,0.086712557,10.096910013008056,3.5812075233360185
EGFR,-2.74,0.00202,0.000620716,1.0,1e-08,False,1e-08,2.74,0.000620716,8.0,3.580206905333333
DAZAP1,-1.18,0.00928,0.005999061,1.0,3e-10,False,3e-10,1.18,0.005999061,9.522878745280337,3.569625935426779
SRC,-1.27,0.0669,-0.001894999,0.985102683,4e-10,True,4e-10,1.27,0.001894999,9.397940008672037,3.5566116692240124
LUC7L,1.61,0.00481,0.057772105,1.01e-05,1e-09,True,1e-09,1.61,0.057772105,9.0,3.555924035
MROH1,-1.41,0.202,-0.029833671,0.023535357,6e-10,True,6e-10,1.41,0.029833671,9.221848749616356,3.553894140205452
CCNY,-1.57,0.000283,-0.032681535,0.075656765,9e-10,True,9e-10,1.57,0.032681535,9.045757490560675,3.5494796751868916
NRIP3,1.08,0.233,-0.045357268,0.104374758,3e-10,False,3e-10,1.08,0.045357268,9.522878745280337,3.549412004426779
FAM20B,1.2,0.00478,0.002881017,1.0,4e-10,True,4e-10,1.2,0.002881017,9.397940008672037,3.533607008557346
PRKD3,-1.55,0.156,-0.050183238,0.001882313,1e-09,True,1e-09,1.55,0.050183238,9.0,3.5333944126666665
EPHX2,0.547,0.633,0.044418814,0.463262924,1e-10,True,1e-10,0.547,0.044418814,10.0,3.530472938
EPB42,-1.81,0.0181,0.078369142,0.014818154,2e-09,False,2e-09,1.81,0.078369142,8.698970004336019,3.5291130487786724
CACNB2,-2.35,0.00942,0.005765065,1.0,6e-09,False,6e-09,2.35,0.005765065,8.221848749616356,3.525871271538785
RPH3A,0.345,0.617,-0.150289535,1.15e-16,9e-11,False,9e-11,0.345,0.150289535,10.045757490560675,3.513682341853558
PEX14,-0.516,0.145,-0.018244288,0.163058987,1e-10,True,1e-10,0.516,0.018244288,10.0,3.5114147626666665
SNX6,0.823,0.302,0.011856419,0.261576668,2e-10,True,2e-10,0.823,0.011856419,9.698970004336019,3.5112754744453394
OTULIN,0.279,0.822,0.026395598,0.423615933,6e-11,True,6e-11,0.279,0.026395598,10.221848749616356,3.509081449205452
ZNF318,0.775,0.0349,0.039346016,0.338364352,2e-10,True,2e-10,0.775,0.039346016,9.698970004336019,3.5044386734453394
CNN2,-1.04,0.0671,0.070328054,0.002883805,4e-10,False,4e-10,1.04,0.070328054,9.397940008672037,3.502756020890679
BCCIP,1.74,0.000105,0.016397343,0.666613635,2e-09,True,2e-09,1.74,0.016397343,8.698970004336019,3.485122449112006
MSRB2,-1.42,0.00311,0.032147258,0.004475178,1e-09,False,1e-09,1.42,0.032147258,9.0,3.4840490859999997
BZW2,0.195,0.626,-0.035070711,0.000386071,6e-11,False,6e-11,0.195,0.035070711,10.221848749616356,3.483973153538785
ITGB5,-0.704,0.165,0.036303765,0.071186803,2e-10,False,2e-10,0.704,0.036303765,9.698970004336019,3.479757923112006
ARHGEF2,-0.961,0.145,-0.06442564,1.24e-11,4e-10,True,4e-10,0.961,0.06442564,9.397940008672037,3.4744552162240123
CNTNAP2,-1.67,0.00366,-0.001220769,0.886964356,2e-09,True,2e-09,1.67,0.001220769,8.698970004336019,3.4567302577786725
SUGT1,-0.302,0.488,0.006173446,0.512808415,9e-11,False,9e-11,0.302,0.006173446,10.045757490560675,3.4513103121868918
KIF1B,1.31,0.00369,-0.031813601,1.13e-05,1e-09,False,1e-09,1.31,0.031813601,9.0,3.4472712003333332
ICA1,2.14,0.0024,-0.032145798,0.000106815,7e-09,False,7e-09,2.14,0.032145798,8.154901959985743,3.442349252661914
GAB2,-0.28,0.563,-0.032707723,0.003839976,1e-10,True,1e-10,0.28,0.032707723,10.0,3.437569241
SERPINF2,0.000292,1.0,0.072730762,0.474034219,6e-11,True,6e-11,0.000292,0.072730762,10.221848749616356,3.4316238372054517
